744768[2617] 850370[418] -1 850372[732] -1 853132[523] -1 853242[418] -1 744768[2617] 850370[418] 850372[732] 853132[523] 853242[418] -1 -2  SUtility:9416
835117[9424] -1 854767[523] 854782[941] 854836[261] -1 -2  SUtility:11149
684762[1046] 853113[2196] 854352[1360] 854354[416] 854536[313] 854577[1570] 854585[261] -1 -2  SUtility:7162
710152[3664] -1 -2  SUtility:3664
680371[10471] -1 -2  SUtility:10471
718398[2930] -1 -2  SUtility:2930
680371[10471] -1 -2  SUtility:10471
717061[1674] -1 -2  SUtility:1674
554510[2303] 826668[2303] -1 -2  SUtility:4606
820240[1046] 826810[2092] 839997[1221] -1 -2  SUtility:4359
854080[1884] 854575[1046] -1 -2  SUtility:2930
706428[837] 845356[1674] 849070[3140] -1 -2  SUtility:5651
711262[1046] -1 -2  SUtility:1046
537856[6282] 579704[4397] -1 -2  SUtility:10679
716935[6282] -1 -2  SUtility:6282
826606[941] 826627[523] 826955[2720] 835042[2092] -1 -2  SUtility:6276
551930[1570] -1 -2  SUtility:1570
853677[1046] 853698[837] 853700[837] -1 -2  SUtility:2720
827009[1046] 827026[1046] -1 -2  SUtility:2092
848980[1046] -1 -2  SUtility:1046
821285[4184] 821290[8368] -1 -2  SUtility:12552
839954[2303] -1 -2  SUtility:2303
668596[4397] -1 -2  SUtility:4397
827020[4397] -1 -2  SUtility:4397
509144[3141] -1 -2  SUtility:3141
829312[6282] -1 -2  SUtility:6282
716975[3766] -1 -2  SUtility:3766
684942[313] 716714[523] 716746[523] 851165[941] -1 851163[627] 854750[2093] -1 -2  SUtility:5020
853707[2093] 854300[732] 854354[208] 854547[1360] -1 854352[1360] -1 -2  SUtility:5753
852978[2617] -1 852978[2617] -1 -2  SUtility:5234
696678[8377] 851017[732] -1 612738[1254] 832649[10996] -1 -2  SUtility:21359
601040[9422] 601042[6282] -1 -2  SUtility:15704
510445[8377] -1 -2  SUtility:8377
853085[313] 853094[4188] 853248[837] -1 -2  SUtility:5338
837483[523] 837485[627] 837490[523] 838831[1778] -1 -2  SUtility:3451
537168[3141] 537532[34453] 646317[3978] -1 -2  SUtility:41572
601462[28170] -1 -2  SUtility:28170
540125[3140] -1 -2  SUtility:3140
853707[2093] -1 -2  SUtility:2093
851748[627] 853135[836] 853195[1046] -1 -2  SUtility:2509
851146[2617] -1 851146[2617] -1 -2  SUtility:5234
853690[836] 853700[837] 853767[1046] -1 -2  SUtility:2719
820814[2092] -1 -2  SUtility:2092
565623[1570] -1 565623[1570] -1 -2  SUtility:3140
850947[523] 850949[1360] -1 -2  SUtility:1883
512431[8375] -1 -2  SUtility:8375
705115[6596] -1 -2  SUtility:6596
850947[3138] 853865[418] 854152[941] 854172[1046] -1 -2  SUtility:5543
829090[4188] 854534[1570] 854547[1360] -1 -2  SUtility:7118
857260[1046] 857268[1360] -1 -2  SUtility:2406
853420[2092] -1 -2  SUtility:2092
705991[7328] -1 -2  SUtility:7328
640407[16650] 846378[7643] 853323[13509] -1 -2  SUtility:37802
691557[732] 691565[1308] 717560[2303] -1 -2  SUtility:4343
853420[1046] -1 852040[941] 853422[418] -1 -2  SUtility:2405
849327[9424] -1 -2  SUtility:9424
849048[418] -1 -2  SUtility:418
820233[3140] 820261[8794] 821302[6280] 828991[1570] -1 -2  SUtility:19784
534807[1046] 644688[4188] 837288[208] -1 -2  SUtility:5442
587804[2092] -1 -2  SUtility:2092
821341[4188] -1 -2  SUtility:4188
851146[2617] 851287[418] -1 -2  SUtility:3035
820231[2092] -1 -2  SUtility:2092
709653[4188] -1 -2  SUtility:4188
829717[3141] -1 -2  SUtility:3141
691557[732] 843871[1024] -1 -2  SUtility:1756
821305[6276] -1 -2  SUtility:6276
716714[523] 844342[313] 851097[1046] 851131[627] 851163[627] 851581[1046] -1 -2  SUtility:4182
595139[2303] -1 -2  SUtility:2303
716671[418] -1 685049[313] 716654[2093] 716714[523] 851234[941] -1 -2  SUtility:4288
829040[3978] -1 -2  SUtility:3978
861498[3664] -1 -2  SUtility:3664
851137[1046] 851581[1046] -1 -2  SUtility:2092
850947[1046] 850949[1360] 853420[1046] -1 -2  SUtility:3452
684093[1046] -1 -2  SUtility:1046
774676[4397] -1 -2  SUtility:4397
853102[2720] 854823[1046] 854840[523] 864880[1046] -1 -2  SUtility:5335
691160[1360] 705991[7643] -1 -2  SUtility:9003
839995[1672] 851122[837] -1 -2  SUtility:2509
828978[2092] 829321[732] 835743[941] -1 -2  SUtility:3765
826608[313] 826705[2092] -1 -2  SUtility:2405
851300[2093] -1 851300[2093] -1 -2  SUtility:4186
711569[2617] 854842[261] -1 -2  SUtility:2878
853698[837] 853730[1570] 853767[1046] -1 -2  SUtility:3453
853094[8376] -1 -2  SUtility:8376
848326[3664] -1 -2  SUtility:3664
826814[1570] 834933[2093] -1 -2  SUtility:3663
821309[3141] -1 -2  SUtility:3141
836932[2303] -1 -2  SUtility:2303
829310[4188] -1 -2  SUtility:4188
702700[55397] -1 702700[55397] -1 -2  SUtility:110794
852978[2617] -1 -2  SUtility:2617
716714[1046] 716746[1046] 851131[1254] 851148[837] 851150[3141] 851294[416] -1 716714[1046] 716746[1046] 851131[1254] 851148[837] 851150[3141] 851294[416] -1 -2  SUtility:15480
697323[1046] 710956[1570] -1 -2  SUtility:2616
854358[1360] -1 -2  SUtility:1360
829004[6282] -1 -2  SUtility:6282
851155[3350] -1 -2  SUtility:3350
820441[627] 821279[1570] 826897[5235] -1 -2  SUtility:7432
717888[1884] 850771[1989] 853850[1254] -1 -2  SUtility:5127
849796[1151] -1 -2  SUtility:1151
826606[941] -1 -2  SUtility:941
551583[88907] -1 551583[88907] -1 -2  SUtility:177814
829880[2302] -1 -2  SUtility:2302
857551[7328] 862287[18848] -1 -2  SUtility:26176
850945[1464] 851135[1046] -1 -2  SUtility:2510
854510[941] -1 684785[1046] 853327[4188] -1 -2  SUtility:6175
717284[18745] 853122[10471] -1 -2  SUtility:29216
510460[2931] -1 510460[2931] -1 -2  SUtility:5862
567072[27751] -1 -2  SUtility:27751
688098[1046] 832557[2092] -1 -2  SUtility:3138
853282[4188] -1 -2  SUtility:4188
840770[1779] -1 -2  SUtility:1779
853072[15603] -1 -2  SUtility:15603
853460[1151] 858680[4186] -1 -2  SUtility:5337
684730[2930] 829887[1108] -1 -2  SUtility:4038
827028[5235] -1 -2  SUtility:5235
851161[627] -1 685049[313] 716714[523] -1 -2  SUtility:1463
644317[15603] -1 -2  SUtility:15603
526083[2817] -1 -2  SUtility:2817
846391[1151] 854583[1256] -1 851135[1151] -1 -2  SUtility:3558
575665[680] 829878[889] 846029[554] 854358[1360] -1 -2  SUtility:3483
573168[1779] 854913[627] -1 -2  SUtility:2406
554982[1084] 712124[680] 712126[680] 744775[889] 826612[523] 826615[732] 826619[732] 826621[1046] 837487[837] -1 826617[627] -1 826612[523] 826619[732] -1 554982[1084] 712124[680] 712126[680] 744775[889] 826615[732] 826617[627] 826621[1046] 837487[837] -1 -2  SUtility:15660
853096[5235] -1 -2  SUtility:5235
827030[1046] -1 -2  SUtility:1046
829004[6282] -1 -2  SUtility:6282
847653[1046] -1 -2  SUtility:1046
853428[418] -1 -2  SUtility:418
854731[1674] 854787[523] 854793[1360] 854797[1464] 854840[1046] -1 -2  SUtility:6067
853072[15603] -1 -2  SUtility:15603
717427[2303] 774676[4397] -1 717427[2303] 774676[4397] -1 -2  SUtility:13400
845917[418] -1 -2  SUtility:418
668759[2617] -1 -2  SUtility:2617
712237[7328] -1 -2  SUtility:7328
587167[4188] -1 -2  SUtility:4188
685049[313] 716671[418] 716714[523] 851080[627] 851161[627] 851234[941] -1 -2  SUtility:3449
853214[7643] -1 -2  SUtility:7643
840805[1465] -1 840805[1465] -1 -2  SUtility:2930
821309[6282] -1 -2  SUtility:6282
701787[21886] -1 -2  SUtility:21886
851737[626] 852982[418] -1 -2  SUtility:1044
840792[1988] -1 -2  SUtility:1988
827009[4184] -1 -2  SUtility:4184
821277[6276] -1 821277[2092] -1 -2  SUtility:8368
716930[12564] -1 -2  SUtility:12564
848326[3664] -1 -2  SUtility:3664
691396[3766] -1 -2  SUtility:3766
695412[1464] -1 -2  SUtility:1464
557206[5759] -1 -2  SUtility:5759
854718[523] -1 -2  SUtility:523
853707[4186] -1 -2  SUtility:4186
853102[1360] 854853[2093] -1 -2  SUtility:3453
835004[2408] -1 -2  SUtility:2408
828989[5549] -1 -2  SUtility:5549
510445[8377] -1 510445[8377] -1 -2  SUtility:16754
510445[8377] 648256[10471] -1 -2  SUtility:18848
820454[523] 837485[627] -1 -2  SUtility:1150
853325[8794] -1 -2  SUtility:8794
850387[837] -1 -2  SUtility:837
554793[2092] -1 554793[2092] -1 -2  SUtility:4184
716984[6700] -1 -2  SUtility:6700
586711[6280] -1 -2  SUtility:6280
842553[5652] -1 -2  SUtility:5652
842450[3136] -1 -2  SUtility:3136
853102[2720] -1 -2  SUtility:2720
712237[7853] 854716[1046] -1 -2  SUtility:8899
743367[1989] -1 -2  SUtility:1989
851326[1046] 853085[626] 853090[4188] -1 -2  SUtility:5860
826612[523] 826615[732] 826617[627] -1 -2  SUtility:1882
748336[1151] 851581[1046] 854152[941] -1 -2  SUtility:3138
848607[2770] -1 -2  SUtility:2770
834880[2196] -1 -2  SUtility:2196
821277[6276] -1 -2  SUtility:6276
712124[6800] -1 -2  SUtility:6800
699022[48066] -1 -2  SUtility:48066
718210[2303] 748297[3350] 748338[3350] -1 -2  SUtility:9003
687970[2408] 853730[1570] 853767[1046] -1 -2  SUtility:5024
842735[4711] 857167[523] -1 -2  SUtility:5234
828976[1570] 829366[1360] 834877[732] 834880[732] -1 -2  SUtility:4394
642059[5235] 826897[5235] -1 -2  SUtility:10470
820441[627] -1 820441[627] -1 -2  SUtility:1254
641810[7329] 644733[3350] -1 -2  SUtility:10679
677615[1151] -1 -2  SUtility:1151
853128[3558] -1 -2  SUtility:3558
691375[1036] 842587[2616] -1 -2  SUtility:3652
833602[2092] -1 -2  SUtility:2092
836506[7329] -1 -2  SUtility:7329
716982[5649] -1 -2  SUtility:5649
559507[1360] 819775[1046] 835835[3559] -1 819610[2092] 835600[4188] -1 -2  SUtility:12245
821313[3766] -1 -2  SUtility:3766
821277[6276] -1 -2  SUtility:6276
687970[2408] 849325[1360] 853430[941] -1 -2  SUtility:4709
829360[1046] -1 -2  SUtility:1046
821313[5967] -1 -2  SUtility:5967
811754[2617] -1 -2  SUtility:2617
853357[1674] -1 -2  SUtility:1674
717826[6596] -1 -2  SUtility:6596
844456[7329] 853156[313] 853381[313] -1 853156[626] -1 -2  SUtility:8581
685049[313] 851163[627] 851575[418] 851587[313] -1 716654[2093] 716671[418] 851080[627] 851234[941] -1 -2  SUtility:5750
691390[3308] 827020[4397] 851752[3141] -1 -2  SUtility:10846
821285[2092] 826801[523] -1 -2  SUtility:2615
684093[1046] -1 -2  SUtility:1046
848999[2093] -1 -2  SUtility:2093
850947[1046] 854534[1570] 854547[1360] 854579[626] -1 -2  SUtility:4602
845971[994] -1 586544[1465] -1 -2  SUtility:2459
849018[1465] -1 -2  SUtility:1465
850739[626] 850741[313] 854495[627] -1 746380[4184] 853930[1254] 854060[1046] -1 -2  SUtility:8050
821300[732] -1 -2  SUtility:732
829325[6282] 829332[1674] -1 -2  SUtility:7956
839999[397] 840001[397] 854735[627] 854780[208] 861498[3664] -1 -2  SUtility:5293
845962[994] 851740[1360] -1 -2  SUtility:2354
714755[941] 854791[2617] 854800[2720] 854823[1046] -1 -2  SUtility:7324
718220[1884] 853702[523] -1 -2  SUtility:2407
743495[1046] -1 -2  SUtility:1046
644641[3978] -1 -2  SUtility:3978
828952[2303] -1 -2  SUtility:2303
836877[1151] 851324[1360] 854215[2617] 854493[1570] -1 -2  SUtility:6698
545928[7119] 827024[1882] -1 -2  SUtility:9001
555959[941] -1 717397[1151] -1 -2  SUtility:2092
820231[1046] -1 -2  SUtility:1046
534196[5759] 534198[5235] -1 -2  SUtility:10994
826627[1046] 826799[627] 826900[627] 826955[2720] -1 -2  SUtility:5020
718169[1570] 853698[837] 853722[836] -1 -2  SUtility:3243
696830[2093] -1 -2  SUtility:2093
839995[2090] 851290[4185] 851315[2093] -1 -2  SUtility:8368
534907[1778] 819760[627] 819762[627] -1 -2  SUtility:3032
852980[732] 853077[3664] -1 -2  SUtility:4396
561991[1099] -1 -2  SUtility:1099
820201[6282] -1 -2  SUtility:6282
572230[2720] -1 -2  SUtility:2720
601462[28170] 820837[7328] -1 657625[1046] -1 -2  SUtility:36544
852987[1046] -1 852987[1046] -1 -2  SUtility:2092
678044[4188] -1 -2  SUtility:4188
839339[3874] 854122[2092] -1 -2  SUtility:5966
516065[1779] -1 -2  SUtility:1779
851279[22934] -1 -2  SUtility:22934
680356[7643] -1 -2  SUtility:7643
851748[627] 851750[627] 853233[523] -1 -2  SUtility:1777
665277[941] 835473[1151] 849284[889] -1 -2  SUtility:2981
853720[2093] 853930[627] 854230[5235] 854495[627] -1 -2  SUtility:8582
668795[1250] 697529[1360] 826610[732] 834880[2196] -1 -2  SUtility:5538
851161[627] 851234[941] 851575[418] -1 -2  SUtility:1986
846307[627] 849757[523] 850700[1046] -1 -2  SUtility:2196
677992[1989] 677997[13509] 677999[3978] 678001[3455] -1 550610[1779] -1 -2  SUtility:24710
738449[5549] 848315[2303] -1 -2  SUtility:7852
852980[732] 853077[3664] 853085[313] -1 -2  SUtility:4709
829885[449] 846378[7643] 850310[784] 853237[523] 853420[2092] -1 553810[626] -1 -2  SUtility:12117
551624[12564] 551626[18848] -1 -2  SUtility:31412
518643[2823] 705155[1752] 844439[10465] 851302[3874] -1 -2  SUtility:18914
716714[523] 851080[627] -1 -2  SUtility:1150
640450[7328] 696190[2931] 696243[3664] -1 -2  SUtility:13923
853317[14556] -1 -2  SUtility:14556
854300[732] -1 -2  SUtility:732
845973[732] 851238[627] -1 -2  SUtility:1359
842339[19792] -1 -2  SUtility:19792
551930[1570] 557268[1360] -1 -2  SUtility:2930
821277[2092] 821290[8368] -1 -2  SUtility:10460
850771[1884] 851122[837] 851236[523] -1 -2  SUtility:3244
851150[3141] 851294[416] 851326[1046] 852985[1570] 852987[1046] 853090[4188] -1 -2  SUtility:11407
849082[627] 854223[2512] 854230[5235] -1 -2  SUtility:8374
516012[1360] -1 -2  SUtility:1360
853754[8377] -1 -2  SUtility:8377
853713[837] 854118[1360] 854146[1360] 854165[418] -1 -2  SUtility:3975
853702[523] 853713[837] 853730[1570] 853767[1046] 854118[1360] -1 -2  SUtility:5336
829004[6282] 829334[2092] -1 -2  SUtility:8374
840483[1674] -1 -2  SUtility:1674
854785[7320] -1 -2  SUtility:7320
690839[889] -1 -2  SUtility:889
851313[4186] -1 -2  SUtility:4186
675888[1046] 677615[1151] 718169[1570] -1 -2  SUtility:3767
821305[8368] -1 -2  SUtility:8368
829327[6282] -1 -2  SUtility:6282
821313[5649] 821315[5235] -1 -2  SUtility:10884
840760[52150] -1 -2  SUtility:52150
853342[4186] 853420[2092] -1 850947[1046] -1 -2  SUtility:7324
826563[732] 826610[732] 834877[732] 834880[732] -1 -2  SUtility:2928
852987[1046] -1 -2  SUtility:1046
587266[2092] 820803[1569] -1 -2  SUtility:3661
851135[1151] -1 -2  SUtility:1151
644665[4188] -1 -2  SUtility:4188
517450[1360] 551384[554] 677832[2659] 685874[397] -1 -2  SUtility:4970
567327[941] 567333[837] -1 -2  SUtility:1778
680371[8375] -1 -2  SUtility:8375
846112[627] 850619[1046] 851290[837] -1 -2  SUtility:2510
717003[2617] -1 -2  SUtility:2617
844342[313] 846391[1046] 851135[1046] -1 851133[523] -1 -2  SUtility:2928
551834[313] 826615[732] -1 -2  SUtility:1045
852978[7851] 853085[313] 853105[2092] -1 -2  SUtility:10256
820237[523] 821401[732] 826837[627] 826876[836] 826908[837] -1 -2  SUtility:3555
695193[5549] -1 -2  SUtility:5549
826814[2930] -1 -2  SUtility:2930
829042[5549] -1 -2  SUtility:5549
537415[4188] -1 -2  SUtility:4188
662742[2617] -1 -2  SUtility:2617
821277[4184] 821292[2508] 826801[523] -1 -2  SUtility:7215
545200[18745] 545446[11414] 642697[5235] -1 -2  SUtility:35394
718173[1151] 838250[6282] -1 -2  SUtility:7433
677943[5759] -1 -2  SUtility:5759
695523[8376] -1 -2  SUtility:8376
849766[2093] -1 -2  SUtility:2093
716926[12040] -1 -2  SUtility:12040
853340[1464] 853342[4606] 854797[1464] -1 -2  SUtility:7534
854264[1674] 854268[1882] -1 -2  SUtility:3556
829878[1778] 853420[2092] 853422[418] -1 -2  SUtility:4288
851287[418] -1 -2  SUtility:418
700000[9424] -1 -2  SUtility:9424
533729[4711] -1 -2  SUtility:4711
853092[3138] -1 -2  SUtility:3138
718203[1360] 819562[1046] -1 -2  SUtility:2406
718220[2092] 826803[4188] -1 583190[6282] 606952[2092] 748293[3350] 748300[2303] 821397[1046] -1 -2  SUtility:21353
601233[680] 819430[470] -1 -2  SUtility:1150
680369[5235] -1 545005[21468] 676319[6073] 711205[1151] -1 -2  SUtility:33927
700000[9424] -1 -2  SUtility:9424
819376[418] 828987[313] -1 -2  SUtility:731
854352[1360] -1 -2  SUtility:1360
853102[1360] 853362[836] 854782[941] -1 850295[345] -1 -2  SUtility:3482
510445[8377] -1 -2  SUtility:8377
845512[4392] 845825[4392] 857060[8586] -1 845512[4392] 845825[4392] 857060[8586] -1 -2  SUtility:34740
557313[889] 827009[1046] -1 -2  SUtility:1935
836785[18745] 851744[627] -1 -2  SUtility:19372
596137[33406] -1 596137[33406] -1 -2  SUtility:66812
748300[2092] -1 -2  SUtility:2092
853214[7329] -1 -2  SUtility:7329
587028[7329] -1 -2  SUtility:7329
850940[523] 853102[2720] 854536[313] 854577[1570] 859302[627] 864880[1046] -1 -2  SUtility:6799
691426[1570] 840775[1674] 840914[1203] 845885[313] 846972[10471] -1 -2  SUtility:15231
839339[3874] -1 -2  SUtility:3874
829006[7851] -1 -2  SUtility:7851
853096[5235] -1 853105[1046] -1 -2  SUtility:6281
827000[418] 827005[627] 827007[837] 834865[1046] -1 -2  SUtility:2928
684717[2093] 848309[1674] 850351[313] -1 -2  SUtility:4080
852980[732] 853077[3664] -1 -2  SUtility:4396
819577[680] 851748[680] 853135[449] 854300[732] 854579[313] 854585[261] -1 564382[680] 853227[554] -1 -2  SUtility:4349
852978[2617] -1 -2  SUtility:2617
714715[3141] -1 -2  SUtility:3141
530264[1046] -1 -2  SUtility:1046
537967[14556] -1 -2  SUtility:14556
556840[3348] -1 -2  SUtility:3348
523700[1878] -1 -2  SUtility:1878
828989[5235] -1 -2  SUtility:5235
565621[1570] -1 -2  SUtility:1570
850947[1046] 853420[2092] -1 853420[2092] -1 -2  SUtility:5230
579288[6700] 586743[837] -1 579288[6700] 586743[837] -1 -2  SUtility:15074
851152[3141] -1 -2  SUtility:3141
512611[9424] -1 512611[9424] -1 -2  SUtility:18848
854159[4186] -1 -2  SUtility:4186
640353[3350] -1 640353[3350] -1 -2  SUtility:6700
640353[4188] -1 -2  SUtility:4188
716984[16750] 849057[941] -1 -2  SUtility:17691
857030[5549] -1 -2  SUtility:5549
853081[523] 854722[2508] -1 -2  SUtility:3031
854230[5235] -1 829034[1151] -1 -2  SUtility:6386
717003[9632] 850700[1046] -1 -2  SUtility:10678
853454[1989] -1 -2  SUtility:1989
857564[7329] -1 -2  SUtility:7329
848757[732] 853677[1046] -1 -2  SUtility:1778
854795[3141] -1 -2  SUtility:3141
853096[5235] -1 -2  SUtility:5235
537468[4188] -1 -2  SUtility:4188
743341[1360] 821307[396] -1 -2  SUtility:1756
700437[2303] -1 -2  SUtility:2303
691563[2512] 840944[1465] 843526[1308] -1 -2  SUtility:5285
826987[12564] -1 -2  SUtility:12564
834957[9424] -1 -2  SUtility:9424
851326[1046] 853105[1046] -1 -2  SUtility:2092
850743[1884] 850758[1570] -1 -2  SUtility:3454
821332[3141] -1 -2  SUtility:3141
826810[1046] -1 -2  SUtility:1046
851080[627] 851161[627] 851317[1046] -1 -2  SUtility:2300
853122[10471] -1 -2  SUtility:10471
596435[41783] -1 -2  SUtility:41783
548830[4188] -1 -2  SUtility:4188
820400[898] 820402[449] -1 -2  SUtility:1347
821279[1570] -1 -2  SUtility:1570
712837[3138] 853105[1046] -1 -2  SUtility:4184
849757[939] -1 -2  SUtility:939
748300[2303] 850304[554] 850947[1046] -1 846029[554] -1 -2  SUtility:4457
826627[1046] -1 -2  SUtility:1046
853353[837] 853702[523] -1 -2  SUtility:1360
716982[5234] 716984[2617] -1 -2  SUtility:7851
849327[9947] -1 -2  SUtility:9947
834940[1674] -1 -2  SUtility:1674
844398[784] 853381[626] 859062[2303] -1 -2  SUtility:3713
696434[31311] -1 -2  SUtility:31311
585395[4188] -1 -2  SUtility:4188
838122[784] -1 -2  SUtility:784
612901[5235] 850739[626] -1 -2  SUtility:5861
533375[416] 551875[523] 821397[1046] -1 -2  SUtility:1985
839652[12564] 840376[6272] -1 839652[12564] 840376[6272] -1 -2  SUtility:37672
827026[1046] -1 -2  SUtility:1046
